@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
143786	family	2|203691|203692|1643686|143786	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae	4.5151		
170	family	2|203691|203692|1643688|170	Bacteria|Spirochaetota|Spirochaetia|Leptospirales|Leptospiraceae	2.2129		
2829815	family	2|1224|28211|204441|2829815	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Azospirillaceae	0.4676		
72294	family	2|29547|3031852|213849|72294	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae	16.7037		
72293	family	2|29547|3031852|213849|72293	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae	4.7336		
118882	family	2|1224|28211|356|118882	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Brucellaceae	3.8904		
2762318	family	2|976|117743|200644|2762318	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae	5.7748		
49546	family	2|976|117743|200644|49546	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	4.3932		
34064	family	2|1224|1236|72273|34064	Bacteria|Pseudomonadota|Gammaproteobacteria|Thiotrichales|Francisellaceae	0.7532		
188786	family	2|1297|188787|68933|188786	Bacteria|Deinococcota|Deinococci|Thermales|Thermaceae	1.9828		
80864	family	2|1224|28216|80840|80864	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae	1.5624		
135621	family	2|1224|1236|72274|135621	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	16.8990		
119060	family	2|1224|28216|80840|119060	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae	7.5149		
32199	genus	2|1224|1236|91347|1903409|32199	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera	3.4055		
22	genus	2|1224|1236|135622|267890|22	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella	3.1647		
32	genus	2|2818505|32015|29|31|32	Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae|Myxococcus	0.6509		
83461	genus	2|2818505|32015|29|31|83461	Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae|Corallococcus	3.9797		
39643	genus	2|2818505||3031712|49|39643	Bacteria|Myxococcota||Polyangiales|Polyangiaceae|Sorangium	2.1299		
68	genus	2|1224|1236|135614|32033|68	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter	1.3095		
1649453	genus	2|203682|203683|112|126|1649453	Bacteria|Planctomycetota|Planctomycetia|Planctomycetales|Planctomycetaceae|Gimesia	0.5295		
64895	genus	2|203691|203692|136|1643685|64895	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borreliella	0.5284		
138	genus	2|203691|203692|136|1643685|138	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia	2.1203		
157	genus	2|203691|203692|136|2845253|157	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema	3.5350		
29521	genus	2|203691|203692|1643686|143786|29521	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira	4.5151		
171	genus	2|203691|203692|1643688|170|171	Bacteria|Spirochaetota|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira	2.2129		
191	genus	2|1224|28211|204441|2829815|191	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Azospirillaceae|Azospirillum	0.4676		
194	genus	2|29547|3031852|213849|72294|194	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter	16.7037		
209	genus	2|29547|3031852|213849|72293|209	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter	4.7336		
234	genus	2|1224|28211|356|118882|234	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Brucellaceae|Brucella	3.8904		
308865	genus	2|976|117743|200644|2762318|308865	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia	0.9860		
59734	genus	2|976|117743|200644|2762318|59734	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Empedobacter	1.0827		
59732	genus	2|976|117743|200644|2762318|59732	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium	3.7062		
76831	genus	2|976|117743|200644|49546|76831	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides	4.3932		
262	genus	2|1224|1236|72273|34064|262	Bacteria|Pseudomonadota|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella	0.7532		
270	genus	2|1297|188787|68933|188786|270	Bacteria|Deinococcota|Deinococci|Thermales|Thermaceae|Thermus	1.9828		
283	genus	2|1224|28216|80840|80864|283	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas	1.5624		
286	genus	2|1224|1236|72274|135621|286	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	9.6177		
32008	genus	2|1224|28216|80840|119060|32008	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia	6.4067		
48736	genus	2|1224|28216|80840|119060|48736	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia	1.1082		
2901164	genus	2|1224|1236|72274|135621|2901164	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Stutzerimonas	3.5427		
338	genus	2|1224|1236|135614|32033|338	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas	7.2431		
352	genus	2|1224|1236|72274|135621|352	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter	3.7386		
9	species	2|1224|1236|91347|1903409|32199|9	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera|Buchnera aphidicola	3.4055		
24	species	2|1224|1236|135622|267890|22|24	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella putrefaciens	3.1647		
34	species	2|2818505|32015|29|31|32|34	Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae|Myxococcus|Myxococcus xanthus	0.6509		
35	species	2|2818505|32015|29|31|83461|35	Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae|Corallococcus|Corallococcus macrosporus	3.9797		
56	species	2|2818505||3031712|49|39643|56	Bacteria|Myxococcota||Polyangiales|Polyangiaceae|Sorangium|Sorangium cellulosum	2.1299		
69	species	2|1224|1236|135614|32033|68|69	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter enzymogenes	1.3095		
122	species	2|203682|203683|112|126|1649453|122	Bacteria|Planctomycetota|Planctomycetia|Planctomycetales|Planctomycetaceae|Gimesia|Gimesia maris	0.5295		
139	species	2|203691|203692|136|1643685|64895|139	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borreliella|Borreliella burgdorferi	0.5284		
140	species	2|203691|203692|136|1643685|138|140	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia hermsii	1.1427		
141	species	2|203691|203692|136|1643685|138|141	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia parkeri	0.1701		
142	species	2|203691|203692|136|1643685|138|142	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia turicatae	0.8074		
158	species	2|203691|203692|136|2845253|157|158	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema denticola	1.6466		
159	species	2|203691|203692|1643686|143786|29521|159	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira hyodysenteriae	4.5151		
160	species	2|203691|203692|136|2845253|157|160	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema pallidum	0.2229		
162	species	2|203691|203692|136|2845253|157|162	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema phagedenis	1.6655		
173	species	2|203691|203692|1643688|170|171|173	Bacteria|Spirochaetota|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira interrogans	1.5949		
174	species	2|203691|203692|1643688|170|171|174	Bacteria|Spirochaetota|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira borgpetersenii	0.6180		
192	species	2|1224|28211|204441|2829815|191|192	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Azospirillaceae|Azospirillum|Azospirillum brasilense	0.4676		
195	species	2|29547|3031852|213849|72294|194|195	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli	4.2562		
196	species	2|29547|3031852|213849|72294|194|196	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter fetus	0.7939		
197	species	2|29547|3031852|213849|72294|194|197	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni	0.3102		
198	species	2|29547|3031852|213849|72294|194|198	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hyointestinalis	2.9223		
199	species	2|29547|3031852|213849|72294|194|199	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter concisus	1.3402		
200	species	2|29547|3031852|213849|72294|194|200	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter curvus	1.5620		
201	species	2|29547|3031852|213849|72294|194|201	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter lari	2.2746		
202	species	2|29547|3031852|213849|72294|194|202	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter mucosalis	0.2124		
206	species	2|29547|3031852|213849|72294|194|206	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter sputorum	3.0320		
210	species	2|29547|3031852|213849|72293|209|210	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori	2.3349		
213	species	2|29547|3031852|213849|72293|209|213	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter cinaedi	2.3987		
235	species	2|1224|28211|356|118882|234|235	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Brucellaceae|Brucella|Brucella abortus	3.8904		
238	species	2|976|117743|200644|2762318|308865|238	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia|Elizabethkingia meningoseptica	0.9860		
247	species	2|976|117743|200644|2762318|59734|247	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Empedobacter|Empedobacter brevis	1.0827		
253	species	2|976|117743|200644|2762318|59732|253	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium indologenes	2.4555		
254	species	2|976|117743|200644|2762318|59732|254	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium indoltheticum	1.2506		
256	species	2|976|117743|200644|49546|76831|256	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratus	4.3932		
263	species	2|1224|1236|72273|34064|262|263	Bacteria|Pseudomonadota|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella tularensis	0.7532		
274	species	2|1297|188787|68933|188786|270|274	Bacteria|Deinococcota|Deinococci|Thermales|Thermaceae|Thermus|Thermus thermophilus	1.9828		
285	species	2|1224|28216|80840|80864|283|285	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas|Comamonas testosteroni	1.5624		
287	species	2|1224|1236|72274|135621|286|287	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa	4.3202		
292	species	2|1224|28216|80840|119060|32008|292	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia	4.0635		
294	species	2|1224|1236|72274|135621|286|294	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas fluorescens	1.7598		
296	species	2|1224|1236|72274|135621|286|296	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas fragi	0.8691		
300	species	2|1224|1236|72274|135621|286|300	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas mendocina	0.6140		
301	species	2|1224|1236|72274|135621|286|301	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas oleovorans	1.0071		
303	species	2|1224|1236|72274|135621|286|303	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas putida	0.6594		
305	species	2|1224|28216|80840|119060|48736|305	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia solanacearum	1.1082		
316	species	2|1224|1236|72274|135621|2901164|316	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Stutzerimonas|Stutzerimonas stutzeri	3.5427		
317	species	2|1224|1236|72274|135621|286|317	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas syringae	0.3882		
337	species	2|1224|28216|80840|119060|32008|337	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia glumae	2.3432		
339	species	2|1224|1236|135614|32033|338|339	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas campestris	1.5791		
343	species	2|1224|1236|135614|32033|338|343	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas translucens	4.0738		
346	species	2|1224|1236|135614|32033|338|346	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas citri	1.0255		
347	species	2|1224|1236|135614|32033|338|347	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas oryzae	0.5646		
353	species	2|1224|1236|72274|135621|352|353	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter|Azotobacter chroococcum	2.2807		
354	species	2|1224|1236|72274|135621|352|354	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter|Azotobacter vinelandii	1.4579		
9.1	strain	2|1224|1236|91347|1903409|32199|9|9.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera|Buchnera aphidicola|Buchnera aphidicola strain	1.2565	GCF_000021065.1_ASM2106v1	9
9.2	strain	2|1224|1236|91347|1903409|32199|9|9.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera|Buchnera aphidicola|Buchnera aphidicola strain	0.7096	GCF_000183285.1_ASM18328v1	9
9.3	strain	2|1224|1236|91347|1903409|32199|9|9.3	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera|Buchnera aphidicola|Buchnera aphidicola strain	1.4394	GCF_000021085.1_ASM2108v1	9
24.1	strain	2|1224|1236|135622|267890|22|24|24.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella putrefaciens|Shewanella putrefaciens strain	3.1647	GCF_009730575.1_ASM973057v1	24
34.1	strain	2|2818505|32015|29|31|32|34|34.1	Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae|Myxococcus|Myxococcus xanthus|Myxococcus xanthus strain	0.6509	GCF_006402015.1_ASM640201v1	34
35.1	strain	2|2818505|32015|29|31|83461|35|35.1	Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae|Corallococcus|Corallococcus macrosporus|Corallococcus macrosporus strain	0.6509	GCF_000219105.1_ASM21910v1	35
35.2	strain	2|2818505|32015|29|31|83461|35|35.2	Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae|Corallococcus|Corallococcus macrosporus|Corallococcus macrosporus strain	3.3288	GCF_002305895.1_ASM230589v1	35
56.1	strain	2|2818505||3031712|49|39643|56|56.1	Bacteria|Myxococcota||Polyangiales|Polyangiaceae|Sorangium|Sorangium cellulosum|Sorangium cellulosum strain	1.6032	GCF_004135755.1_ASM413575v1	56
56.2	strain	2|2818505||3031712|49|39643|56|56.2	Bacteria|Myxococcota||Polyangiales|Polyangiaceae|Sorangium|Sorangium cellulosum|Sorangium cellulosum strain	0.5267	GCF_000418325.1_ASM41832v1	56
69.1	strain	2|1224|1236|135614|32033|68|69|69.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter enzymogenes|Lysobacter enzymogenes strain	1.3095	GCF_005954665.1_ASM595466v1	69
122.1	strain	2|203682|203683|112|126|1649453|122|122.1	Bacteria|Planctomycetota|Planctomycetia|Planctomycetales|Planctomycetaceae|Gimesia|Gimesia maris|Gimesia maris strain	0.5295	GCF_009720545.1_ASM972054v1	122
139.1	strain	2|203691|203692|136|1643685|64895|139|139.1	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borreliella|Borreliella burgdorferi|Borreliella burgdorferi strain	0.5284	GCF_003367295.1_ASM336729v1	139
140.1	strain	2|203691|203692|136|1643685|138|140|140.1	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia hermsii|Borrelia hermsii strain	0.9991	GCF_023035675.1_ASM2303567v1	140
140.2	strain	2|203691|203692|136|1643685|138|140|140.2	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia hermsii|Borrelia hermsii strain	0.1436	GCF_023035795.1_ASM2303579v1	140
141.1	strain	2|203691|203692|136|1643685|138|141|141.1	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia parkeri|Borrelia parkeri strain	0.1701	GCF_000512145.1_ASM51214v2	141
142.1	strain	2|203691|203692|136|1643685|138|142|142.1	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia turicatae|Borrelia turicatae strain	0.4845	GCF_023035415.1_ASM2303541v1	142
142.2	strain	2|203691|203692|136|1643685|138|142|142.2	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia turicatae|Borrelia turicatae strain	0.3230	GCF_023035855.1_ASM2303585v1	142
158.1	strain	2|203691|203692|136|2845253|157|158|158.1	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema denticola|Treponema denticola strain	1.0662	GCF_025905525.1_ASM2590552v1	158
158.2	strain	2|203691|203692|136|2845253|157|158|158.2	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema denticola|Treponema denticola strain	0.3549	GCF_024181545.1_ASM2418154v1	158
158.3	strain	2|203691|203692|136|2845253|157|158|158.3	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema denticola|Treponema denticola strain	0.2254	GCF_024181485.1_ASM2418148v1	158
159.1	strain	2|203691|203692|1643686|143786|29521|159|159.1	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira hyodysenteriae|Brachyspira hyodysenteriae strain	3.0054	GCF_002850235.1_ASM285023v1	159
159.2	strain	2|203691|203692|1643686|143786|29521|159|159.2	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira hyodysenteriae|Brachyspira hyodysenteriae strain	0.6558	GCF_017751225.1_ASM1775122v1	159
159.3	strain	2|203691|203692|1643686|143786|29521|159|159.3	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira hyodysenteriae|Brachyspira hyodysenteriae strain	0.8539	GCF_000022105.1_ASM2210v1	159
160.1	strain	2|203691|203692|136|2845253|157|160|160.1	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema pallidum|Treponema pallidum strain	0.2229	GCF_029866705.1_ASM2986670v1	160
162.1	strain	2|203691|203692|136|2845253|157|162|162.1	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema phagedenis|Treponema phagedenis strain	0.4923	GCF_008152825.1_ASM815282v1	162
162.2	strain	2|203691|203692|136|2845253|157|162|162.2	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema phagedenis|Treponema phagedenis strain	0.8879	GCF_008153055.1_ASM815305v1	162
162.3	strain	2|203691|203692|136|2845253|157|162|162.3	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae|Treponema|Treponema phagedenis|Treponema phagedenis strain	0.2852	GCF_017161245.1_ASM1716124v1	162
173.1	strain	2|203691|203692|1643688|170|171|173|173.1	Bacteria|Spirochaetota|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira interrogans|Leptospira interrogans strain	1.1269	GCF_001293065.1_ASM129306v1	173
173.2	strain	2|203691|203692|1643688|170|171|173|173.2	Bacteria|Spirochaetota|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira interrogans|Leptospira interrogans strain	0.4680	GCF_005222585.1_ASM522258v1	173
174.1	strain	2|203691|203692|1643688|170|171|174|174.1	Bacteria|Spirochaetota|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira borgpetersenii|Leptospira borgpetersenii strain	0.6180	GCF_024704545.1_ASM2470454v1	174
