bundle_path	source_path	bytes	sha256	status	reason
results/30strains_legacy_30x/30strains_legacy_30x_dadec_ablation_k31_k31_s1_a2_a1_t0p08_dev_fix_a_ambiguity9999.tsv	/home/work/wenhai/dadec/benchmark/results/30strains_legacy_30x/30strains_legacy_30x_dadec_ablation_k31_k31_s1_a2_a1_t0p08_dev_fix_a_ambiguity9999.tsv	840	4e4b5f09a22cde0dfece5072213728c3a2d174739840f9f06347868b6298641d	included	compact final report, aggregate, metric, status, or provenance
results/30strains_legacy_30x/comparative_ambiguity9999.tsv	/home/work/wenhai/dadec/benchmark/results/30strains_legacy_30x/comparative_ambiguity9999.tsv	1549	928998a57ba021afe6b22ba6b7fad78026a175dcb09edbf619f5198f535154db	included	compact final report, aggregate, metric, status, or provenance
results/30strains_legacy_30x/comparative_selected_runs.tsv	/home/work/wenhai/dadec/benchmark/results/30strains_legacy_30x/comparative_selected_runs.tsv	2867	e67f8cc564761e9a57e3f7777fbcdc27aefad63ef509d3d22eb25b47239cf1bc	included	compact final report, aggregate, metric, status, or provenance
results/30strains_legacy_30x/run_manifest.tsv	/home/work/wenhai/dadec/benchmark/results/30strains_legacy_30x/run_manifest.tsv	4704	2835f2fcc371b095111bcab78ecd4ac1e1a53eed32619015aaf1c0ceb031f34b	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_20x_all_parameter_runs.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_20x_all_parameter_runs.tsv	1469	790a9e499eb6aaa93373e7b4acbfa89c1e6eb4382e50b3dde53799a344d3c515	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_20x_best_parameter_runs.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_20x_best_parameter_runs.tsv	1469	790a9e499eb6aaa93373e7b4acbfa89c1e6eb4382e50b3dde53799a344d3c515	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_32x/arabidopsis_32x_dadec_ablation_k39_k39_s4_a3_a2_t0p1_dev_fix_a.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_32x/arabidopsis_32x_dadec_ablation_k39_k39_s4_a3_a2_t0p1_dev_fix_a.tsv	912	31b7e94b75a35aff698d602013f896f97c61860141a4590684451334453898a3	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_32x/comparative_selected_runs.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_32x/comparative_selected_runs.tsv	1471	afa09396d400cbb9c2937a50557d964e507e943f3ac1c7f87c9e1707d2857f47	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_32x/run_manifest.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_32x/run_manifest.tsv	4013	31303d9d82d1bacf7cc21e2207e5cce9a4ef0f2231be3da11605469cd468c49b	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_32x/table_corrected_only.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_32x/table_corrected_only.tsv	485	f6f52b836c8da68c8c4e72034276c2987653f6f66cbb48a9e697034b547f0b4d	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_sim_32x/dadec_dev_fix_a_all_parameter_runs.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_sim_32x/dadec_dev_fix_a_all_parameter_runs.tsv	216	89fe0ca9e324284ecc91481dcd7db25a24e59d0d22c1e837834c33138f711c62	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_sim_32x/dadec_dev_fix_a_best_parameter_runs.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_sim_32x/dadec_dev_fix_a_best_parameter_runs.tsv	216	89fe0ca9e324284ecc91481dcd7db25a24e59d0d22c1e837834c33138f711c62	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_sim_32x/table_corrected_only.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_sim_32x/table_corrected_only.tsv	512	e23ef1431b93a884646bf8873f5b5e0afd0cb18a86d2bb90e7da0a7e9992c886	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_sim_32x_comparative_all.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_sim_32x_comparative_all.tsv	518	b71015f0ee4d7faedab7959ce1e54f6bb3b12efbf1644d220a2cfdde32d18d56	included	compact final report, aggregate, metric, status, or provenance
results/arabidopsis_sim_32x_comparative_best.tsv	/home/work/wenhai/dadec/benchmark/results/arabidopsis_sim_32x_comparative_best.tsv	518	b71015f0ee4d7faedab7959ce1e54f6bb3b12efbf1644d220a2cfdde32d18d56	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/colormap/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/colormap/metrics.json	12069	b657ae77b3b0ceda285d9b32008377f0e4b2a47e989accb00e9d6958a5869dbc	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/colormap/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/colormap/metrics.txt	5514	98228a6e596da0bb4acff6f2552ec4486e1357a641e2c323d1c5009ca5fb3890	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/colormap/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/colormap/provenance.json	1864	296b0edacbc66fafd03c5f757adc5ce7b4b78a6209be3025aaa42b7e2b9de4c7	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/colormap/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/colormap/report.tsv	1487	7aba3fda90069d13770f3c128d33f980fb0227b6685628fbfdb550d4b7f493b9	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/dadec_dev/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/dadec_dev/metrics.json	12023	1247d3976b2b14f135d4cc0c644f33a1435648800fd55c632abdd37df55f8a48	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/dadec_dev/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/dadec_dev/metrics.txt	5482	f111331b365eff03f80e1106af0ed7bd85af0d3b9b3cb2aba28fd9caefce535f	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/dadec_dev/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/dadec_dev/provenance.json	1893	5f79478c8dca577ebd0e9fa0c3fd2e02e637f31ee508e83046d79f8cefd247db	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/dadec_dev/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/dadec_dev/report.tsv	1538	83005080fa557403d8101f1e118675b14121366704fdaa4f2b1933d83b4c852c	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/f_hero/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/f_hero/metrics.json	12242	df390491595f01436a8e57f92c9957805c600dd6318b3ccfdaa3dc5cc557206d	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/f_hero/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/f_hero/metrics.txt	5665	ecf2c47c4113b3bd0cda0175586a586f2ebe479046f078eab4e9a7fe293994a6	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/f_hero/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/f_hero/provenance.json	1880	30e15db36b25893a4fb3673fbfff0e9cca38590643cc72280f99efc7b5e9bc7b	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/f_hero/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/f_hero/report.tsv	1519	24be64bd62989f53761fec14dd99e478e3f2863bf03d10b10295ce5ed944288f	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc/metrics.json	12188	0b7035a4b986b83fb225d14125023ee93cd7a3ecbce68cce0977e72da5c0c34d	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc/metrics.txt	5624	2bb532c4f7c877f01556bb78086089967bfba0f9cc01e2532bca3b76af6926f6	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc/provenance.json	566	ceba04dfa5c3ea32ad4394171e690666346875633a53daf3b1a0bcec817db126	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc/status.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc/status.json	159	eccbc24380c369f44bbf8b12869cb4306283242ea6a9af36ee8adf2e303c5d9f	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc_current/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc_current/metrics.json	12188	0b7035a4b986b83fb225d14125023ee93cd7a3ecbce68cce0977e72da5c0c34d	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc_current/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc_current/metrics.txt	5624	2bb532c4f7c877f01556bb78086089967bfba0f9cc01e2532bca3b76af6926f6	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc_current/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc_current/provenance.json	1893	8a16070f45eeca5630c0d8b15132a09ca9f2ea400b89383db25f680fc4c48db3	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/fmlrc_current/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/fmlrc_current/report.tsv	1514	3de8c048fd7a93313dcec0120fca1515645b58d74eea931820853bae3fad53b2	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/l_hero/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/l_hero/metrics.json	12153	1bd1cc85908e2d109fc4b1a7c94690f80f1af03e8013449aab78700a7df55db6	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/l_hero/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/l_hero/metrics.txt	5595	662946fd02d2a8ac967716a7a1f27687ad01aa8024bbd0f464d74906dd841b2d	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/l_hero/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/l_hero/provenance.json	1880	26b110447ffd63d69fdeef1dca0ab0129db288bf4065c3a5dfdc32d56d3ee5f0	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/l_hero/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/l_hero/report.tsv	1578	b071943cf7045ac07b51e11d1617d4f5051222520efae320494b647a96635340	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/lordec/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/lordec/metrics.json	12171	883e6dbd86f679c699dbe55933d4dc9789dcf0d8ef20b5b2b0615a445295db78	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/lordec/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/lordec/metrics.txt	5611	86b55e27f1785fdd38f1bc984aed95197e048ef5c7d4ce12b8834703ae79eb39	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/lordec/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/lordec/provenance.json	1862	6432a1bde9d929e48404fa51e30423d8e5c71deeae0ca81f01be86dbba89f079	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/lordec/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/lordec/report.tsv	1506	d0fa71ce5d3ec1e2acffd3d2520b61e5047bc8509f34c147f47d8c4fde8ab159	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/proovread/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/proovread/metrics.json	12084	29325b09515de6abcaa171f1e484c48463af43fbf1e2d4193c5b14aff63cc94b	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/proovread/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/proovread/metrics.txt	5541	6e729097af20381e711ecc08789d5daafba801d7fb6787727a3eb1b2525b9007	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/proovread/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/proovread/provenance.json	1873	4c145f5995957a71c83817de82e3a9fe667e3a38113e4df26f3e461bbcbe1b99	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/proovread/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/proovread/report.tsv	1496	fe864c4ccb46815c95d69fbde9eb15ef2b4f7f7e6e4a9af61493279c79c4db5b	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/r_hero/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/r_hero/metrics.json	12173	952e5fa488852ba853cc65ce7b40967582b08109e0ee15afff046165811aa254	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/r_hero/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/r_hero/metrics.txt	5613	99c73c25e7e6a848e7efea2f8ac27b2ad55598192790458b2c305516b59730d8	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/r_hero/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/r_hero/provenance.json	1880	37a5fcd9a2a884e11c26d0e6daf27fda8f5da9c39e4f4e2970f5dde2ab82e721	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/r_hero/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/r_hero/report.tsv	1572	d1cc1ba54366b61d9c2e0766a80cd6fc9caae9c71a1905a93bd67a1fc5b725b9	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/ratatosk/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/ratatosk/metrics.json	12111	512dfaceb17a36d193f5bf7e577016f97fb17dc6ca86e8f6ddf00eadbe9942a5	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/ratatosk/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/ratatosk/metrics.txt	5560	f868586ed14c89874c966a017cdffb752c2ea5a10183b1df5908dc7ca454cd32	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/ratatosk/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/ratatosk/provenance.json	1880	9e3d2db8dc6a9cc4febd4b9ddfb838270d2d29a59246f2c06d61d47df46da875	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/10x/ratatosk/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/10x/ratatosk/report.tsv	1525	093b52b6b8a67f138ba6d127ae24a3a29e1959795e96c17741c8dc0dab7f375d	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/colormap/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/colormap/metrics.json	12076	e97b34ddebd715c4f6bc2d4242ad560e17003c5d9c516a4e108cb8bb88fdb12e	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/colormap/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/colormap/metrics.txt	5529	7a64a52e147077b5e14e9130342ba85d8d6553da7e2049cf00dc10277dac6993	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/colormap/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/colormap/provenance.json	1864	dbc7f9f2ae103bde812632e1f6f98a0d776c9eaa8498909a3bdcb3f1cec533e9	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/colormap/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/colormap/report.tsv	1487	cbd8061e3871803a3eddeeef24883aeebae31889fbb5b644f7a03decc19bdf44	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/dadec_dev/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/dadec_dev/metrics.json	11997	1b2ed8fd8f64348794626ec50ae8af0a29e2ad627f8cf22465f0ffc4c529b4dd	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/dadec_dev/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/dadec_dev/metrics.txt	5462	9fb95b3e779c1a73827690ff4679d0f329a8b25eb01162d6f043f029299b436c	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/dadec_dev/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/dadec_dev/provenance.json	1893	f936ad94f153916a64ca603a55bb7cee0c31c1dfd270a452549700265ba37155	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/dadec_dev/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/dadec_dev/report.tsv	1614	3464fe7fdca7d75906abb21de2fb50a1feb5b10e7068708b2bea8d653c814c82	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/f_hero/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/f_hero/metrics.json	12222	c39aae4dfb94bb771c99ecbbb1d8790bb9b5abf471bc622f973a6e80e1a78fbb	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/f_hero/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/f_hero/metrics.txt	5655	33b525b5ce01f1e5a1f087203ea65797eb0cefe9525514601be954c7a2ce140a	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/f_hero/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/f_hero/provenance.json	1880	4a1a0f629c68b51a10e72eaeb5bc93a7b1050ee6b26a580fe1966f2965d4f431	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/f_hero/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/f_hero/report.tsv	1579	38753699e3ebe726c7af928cb7af43c6f515a09d4c0a06d0e3b8e303d00cd4fb	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc/metrics.json	12198	76dec8aa96ea1e649c311c364cc40036efcbd3c17b9cf7ea56cd6ae59eeedd2c	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc/metrics.txt	5634	ddd4ee790cb1dc76f62b7241efa1d56118008e23d8d63de75409c7c53295390c	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc/provenance.json	10489	050184a8c1b91d9e8b07283a191069ae2cd4223778910687d1bb1df01122993c	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc/report.tsv	1577	3f232d02f00711d650c71dd4d013845fd1d88956d452a6eea2df324dd963999e	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc/status.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc/status.json	10082	0342b5a90d27b575001f6a61c803641f49dafbd62d657ed16c6eda4f5ff0a561	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc_current/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc_current/metrics.json	12214	eeecc5c5688c9c06f9073fb126f873385c30b8393044c386bac448f09dc7d635	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc_current/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc_current/metrics.txt	5648	17d94d80985dc9034b4e650202a4b7e942b37d70f0c30d2614380fef8068b4aa	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc_current/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc_current/provenance.json	1893	3651b9d781be67036496fe2af1aaa0488d7abd86a0ca6b28b69d08ac987ec78f	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/fmlrc_current/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/fmlrc_current/report.tsv	1571	7c5472415dce8689838b71307a2e3592c61aaad0ed55cb6eb295a9ca93cdf1c2	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/l_hero/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/l_hero/metrics.json	12181	f8b47f52519056d18b45789b0348f782d1dc1c2f7b0ae67ed114bb269f22ddd9	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/l_hero/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/l_hero/metrics.txt	5626	a922567f129d6092635eadbbf652ad39337faa4854bc815ad9b1f40069a871a6	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/l_hero/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/l_hero/provenance.json	1880	95647665b0a5a067aba27282a27ae98dff507ebc71ab626c6f66edd4d8c1d206	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/l_hero/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/l_hero/report.tsv	1563	0b06e53629a84296a89b186ebd09e7a54c2fcc0cc464fb8b6482d230cbdab2cf	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/lordec/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/lordec/metrics.json	12182	dfcaf9be5838b0e373802a91f19f08525e7ea114aac3a9d370f03f2a5be55652	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/lordec/metrics.txt	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/lordec/metrics.txt	5625	27f0d865c5fed716c48043a2a26e6e886b869905ce445fd9cedea51c736c90c1	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/lordec/provenance.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/lordec/provenance.json	1862	a00d5912bc376af4c2071242de109fa4ed726befe9184a8abef37e980030990e	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/lordec/report.tsv	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/lordec/report.tsv	1554	d40430d7ff1bfa44345b636140d708cb8308313464d9a00333ccd659e4eab313	included	compact final report, aggregate, metric, status, or provenance
results/classification/30strains_legacy/20x/proovread/metrics.json	/home/work/wenhai/dadec/benchmark/results/classification/30strains_legacy/20x/proovread/metrics.json	12109	e0b3f0319ef160f0188046d80c07e8287a56feef1d5f65e56f3dc9e877bc0105	included	compact final report, aggregate, metric, status, or provenance
